,54.37,54.37.XL,SM.54.26,SM.54.28,SM.54.45,SM.54.45.XL,52.42,52.42.XL,52.81,52.97,LP.22.20,LP.22.48,LP.22.48.XL,LP.22.50,LP.22.54,LP.22.54.XL,SM.52.91,NL.2,NL.2.XL,total_count
ID=snap-463_pilon-processed-gene-0.33;Name=snap-463_pilon-processed-gene-0.33,,,,,,,,,,,,,,,,1,,1,,2
ID=maker-456_pilon-augustus-gene-10.74;Name=maker-456_pilon-augustus-gene-10.74,,,,,,,,,,,,,,,,1,,,,1
ID=snap-530_pilon-processed-gene-9.73;Name=snap-530_pilon-processed-gene-9.73,,,,,,,,,,,,,,,,1,1,,,2
ID=augustus-705_pilon-processed-gene-9.201;Name=augustus-705_pilon-processed-gene-9.201,,,,,,,,,,,,,,,,1,,,,1
ID=augustus-974_pilon-processed-gene-0.86;Name=augustus-974_pilon-processed-gene-0.86,,,,,,,,,,,,,,,,,1,,,1
ID=snap-314_pilon-processed-gene-2.46;Name=snap-314_pilon-processed-gene-2.46,,,,,,,,,,,,,,,,,1,,,1
ID=snap-701_pilon-processed-gene-1.4;Name=snap-701_pilon-processed-gene-1.4,,,,,,,,,,,,,,,,,1,,,1
ID=maker-380_pilon-exonerate_protein2genome-gene-30.48;Name=maker-380_pilon-exonerate_protein2genome-gene-30.48,,,,,,,,,,,,,,,,,1,,,1
ID=maker-923_pilon-augustus-gene-12.41;Name=maker-923_pilon-augustus-gene-12.41,,,,,,,,,,,,,,,,,1,,,1
ID=maker-377_pilon-exonerate_protein2genome-gene-8.41;Name=maker-377_pilon-exonerate_protein2genome-gene-8.41,,,,,,,,,,,,,,,,,1,,,1
ID=snap_masked-867_pilon-processed-gene-64.105;Name=snap_masked-867_pilon-processed-gene-64.105,,,,,,,,,,,,,,,,,1,,,1
ID=snap-385_pilon-processed-gene-12.28;Name=snap-385_pilon-processed-gene-12.28,,,,,,,,,,,,,,,,,1,1,1,3
ID=augustus-445_pilon-processed-gene-30.21;Name=augustus-445_pilon-processed-gene-30.21,,,,,,,,,,,,,,,,,1,,,1
ID=snap-445_pilon-processed-gene-81.15;Name=snap-445_pilon-processed-gene-81.15,,,,,,,,,,,,,,,,,1,,,1
ID=augustus-445_pilon-processed-gene-98.3;Name=augustus-445_pilon-processed-gene-98.3,,,,,,,,,,,,,,,,,1,,,1
ID=augustus-445_pilon-abinit-gene-111.23;Name=augustus-445_pilon-abinit-gene-111.23;score=0.04;target_length=9127476,,,,,,,,,,,,,,,,,1,,,1
ID=snap_masked-263_pilon-processed-gene-4.351;Name=snap_masked-263_pilon-processed-gene-4.351,,,,,,,,,,,,,,,,,1,,,1
ID=augustus_masked-991_pilon-processed-gene-6.78;Name=augustus_masked-991_pilon-processed-gene-6.78,,,,,,,,,,,,,,,,,1,,,1
ID=maker-518_pilon-augustus-gene-4.55;Name=maker-518_pilon-augustus-gene-4.55,,,,,,,,,,,,,,,,,1,,,1
ID=augustus_masked-453_pilon-processed-gene-15.50;Name=augustus_masked-453_pilon-processed-gene-15.50,,,,,,,,,,,,,,,,,1,,,1
ID=augustus_masked-453_pilon-processed-gene-15.51;Name=augustus_masked-453_pilon-processed-gene-15.51,,,,,,,,,,,,,,,,,1,,,1
ID=snap-882_pilon-processed-gene-1.87;Name=snap-882_pilon-processed-gene-1.87,,,,,,,,,,,,,,,,,1,,,1
ID=maker-882_pilon-augustus-gene-1.65;Name=maker-882_pilon-augustus-gene-1.65,,,,,,,,,,,,,,,,,1,,,1
ID=snap-643_pilon-processed-gene-7.73;Name=snap-643_pilon-processed-gene-7.73,,,,,,,,,,,,,,,,,1,,,1
ID=maker-643_pilon-augustus-gene-7.49;Name=maker-643_pilon-augustus-gene-7.49,,,,,,,,,,,,,,,,,1,,,1
ID=augustus_masked-438_pilon-processed-gene-30.29;Name=augustus_masked-438_pilon-processed-gene-30.29,,,,,,,,,,,,,,,,,1,,,1
ID=augustus_masked-438_pilon-processed-gene-22.168;Name=augustus_masked-438_pilon-processed-gene-22.168,,,,,,,,,,,,,,,,,1,,,1
ID=augustus-913_pilon-processed-gene-4.118;Name=augustus-913_pilon-processed-gene-4.118,,,,,,,,,,,,,,,,,1,,,1
ID=snap-532_pilon-processed-gene-1.4;Name=snap-532_pilon-processed-gene-1.4,,,,,,,,,,,,,,,,,1,,,1
ID=maker-431_pilon-snap-gene-3.53;Name=maker-431_pilon-snap-gene-3.53,,,,,,,,,,,,,,,,,1,,,1
ID=snap-379_pilon-processed-gene-16.21;Name=snap-379_pilon-processed-gene-16.21,,,,,,,,,,,,,,,,,1,,,1
ID=maker-379_pilon-augustus-gene-20.0;Name=maker-379_pilon-augustus-gene-20.0,,,,,,,,,,,,,,,,,1,,,1
ID=augustus-328_pilon-processed-gene-9.53;Name=augustus-328_pilon-processed-gene-9.53,,,,,,,,,,,,,,,,,1,,,1
ID=maker-328_pilon-augustus-gene-13.11;Name=maker-328_pilon-augustus-gene-13.11,,,,,,,,,,,,,,,,,1,,,1
ID=augustus-422_pilon-processed-gene-28.35;Name=augustus-422_pilon-processed-gene-28.35,,,,,,,,,,,,,,,,,1,,,1
ID=snap-459_pilon-processed-gene-11.138;Name=snap-459_pilon-processed-gene-11.138,,,,,,,,,,,,,,,,,1,,,1
ID=maker-345_pilon-exonerate_protein2genome-gene-4.15;Name=maker-345_pilon-exonerate_protein2genome-gene-4.15,,,,,,,,,,,,,,,,,1,,,1
ID=augustus_masked-345_pilon-processed-gene-42.14;Name=augustus_masked-345_pilon-processed-gene-42.14,,,,,,,,,,,,,,,,,1,,,1
ID=maker-345_pilon-exonerate_est2genome-gene-101.35;Name=maker-345_pilon-exonerate_est2genome-gene-101.35,,,,,,,,,,,,,,,,,1,,,1
ID=maker-316_pilon-augustus-gene-14.85;Name=maker-316_pilon-augustus-gene-14.85,,,,,,,,,,,,,,,,,1,,,1
ID=maker-316_pilon-augustus-gene-81.91;Name=maker-316_pilon-augustus-gene-81.91,,,,,,,,,,,,,,,,,1,,,1
ID=snap_masked-700_pilon-processed-gene-1.65;Name=snap_masked-700_pilon-processed-gene-1.65,,,,,,,,,,,,,,,,,1,,,1
ID=augustus_masked-700_pilon-processed-gene-4.28;Name=augustus_masked-700_pilon-processed-gene-4.28,,,,,,,,,,,,,,,,,1,,,1
ID=augustus_masked-267_pilon-processed-gene-22.46;Name=augustus_masked-267_pilon-processed-gene-22.46,,,,,,,,,,,,,,,,,1,1,,2
ID=snap-267_pilon-processed-gene-66.64;Name=snap-267_pilon-processed-gene-66.64,,,,,,,,,,,,,,,,,1,,,1
ID=maker-414_pilon-snap-gene-8.11;Name=maker-414_pilon-snap-gene-8.11,,,,,,,,,,,,,,,,,1,,,1
ID=snap_masked-897_pilon-processed-gene-1.55;Name=snap_masked-897_pilon-processed-gene-1.55,,,,,,,,,,,,,,,,,1,,,1
ID=augustus_masked-897_pilon-processed-gene-3.62;Name=augustus_masked-897_pilon-processed-gene-3.62,,,,,,,,,,,,,,,,,1,,,1
ID=evm-449_pilon-processed-gene-6.70;Name=evm-449_pilon-processed-gene-6.70,,,,,,,,,,,,,,,,,1,,,1
ID=maker-457_pilon-augustus-gene-3.29;Name=maker-457_pilon-augustus-gene-3.29,,,,,,,,,,,,,,,,,1,,,1
ID=evm-266_pilon-processed-gene-18.25;Name=evm-266_pilon-processed-gene-18.25,,,,,,,,,,,,,,,,,1,,,1
ID=snap-266_pilon-processed-gene-41.114;Name=snap-266_pilon-processed-gene-41.114,,,,,,,,,,,,,,,,,1,,,1
ID=augustus_masked-266_pilon-processed-gene-108.102;Name=augustus_masked-266_pilon-processed-gene-108.102,,,,,,,,,,,,,,,,,1,,,1
ID=augustus-789_pilon-processed-gene-2.5;Name=augustus-789_pilon-processed-gene-2.5,,,,,,,,,,,,,,,,,1,,,1
ID=snap-790_pilon-processed-gene-1.41;Name=snap-790_pilon-processed-gene-1.41,,,,,,,,,,,,,,,,,1,,,1
ID=augustus_masked-790_pilon-processed-gene-1.25;Name=augustus_masked-790_pilon-processed-gene-1.25,,,,,,,,,,,,,,,,,1,,,1
ID=augustus-592_pilon-processed-gene-12.4;Name=augustus-592_pilon-processed-gene-12.4,,,,,,,,,,,,,,,,,1,,,1
ID=snap-735_pilon-processed-gene-1.80;Name=snap-735_pilon-processed-gene-1.80,,,,,,,,,,,,,,,,,1,,,1
ID=maker-606_pilon-exonerate_est2genome-gene-98.34;Name=maker-606_pilon-exonerate_est2genome-gene-98.34,,,,,,,,,,,,,,,,,1,,,1
ID=snap_masked-338_pilon-processed-gene-11.27;Name=snap_masked-338_pilon-processed-gene-11.27,,,,,,,,,,,,,,,,,1,,,1
ID=maker-482_pilon-snap-gene-7.61;Name=maker-482_pilon-snap-gene-7.61,,,,,,,,,,,,,,,,,1,,,1
ID=augustus-360_pilon-processed-gene-80.12;Name=augustus-360_pilon-processed-gene-80.12,,,,,,,,,,,,,,,,,1,,,1
ID=maker-745_pilon-snap-gene-3.68;Name=maker-745_pilon-snap-gene-3.68,,,,,,,,,,,,,,,,,1,,,1
ID=snap_masked-973_pilon-processed-gene-10.38;Name=snap_masked-973_pilon-processed-gene-10.38,,,,,,,,,,,,,,,,,1,,,1
ID=maker-74980_pilon-snap-gene-3.64;Name=maker-74980_pilon-snap-gene-3.64,,,,,,,,,,,,,,,,,1,,,1
ID=augustus-460_pilon-processed-gene-2.70;Name=augustus-460_pilon-processed-gene-2.70,,,,,,,,,,,,,,,,,1,,,1
ID=maker-423_pilon-snap-gene-1.97;Name=maker-423_pilon-snap-gene-1.97,,,,,,,,,,,,,,,,,1,,,1
ID=maker-423_pilon-snap-gene-8.84;Name=maker-423_pilon-snap-gene-8.84,,,,,,,,,,,,,,,,,1,,,1
ID=augustus_masked-423_pilon-processed-gene-8.19;Name=augustus_masked-423_pilon-processed-gene-8.19,,,,,,,,,,,,,,,,,1,,,1
ID=maker-423_pilon-snap-gene-12.120;Name=maker-423_pilon-snap-gene-12.120,,,,,,,,,,,,,,,,,1,,,1
ID=snap_masked-579_pilon-processed-gene-23.23;Name=snap_masked-579_pilon-processed-gene-23.23,,,,,,,,,,,,,,,,,1,,,1
ID=maker-262_pilon-augustus-gene-36.37;Name=maker-262_pilon-augustus-gene-36.37,,,,,,,,,,,,,,,,,1,,,1
ID=snap-353_pilon-processed-gene-60.22;Name=snap-353_pilon-processed-gene-60.22,,,,,,,,,,,,,,,,,1,1,1,3
ID=maker-430_pilon-snap-gene-4.135;Name=maker-430_pilon-snap-gene-4.135,,,,,,,,,,,,,,,,,1,,,1
ID=maker-354_pilon-snap-gene-30.43;Name=maker-354_pilon-snap-gene-30.43,,,,,,,,,,,,,,,,,1,,,1
ID=maker-265_pilon-snap-gene-27.86;Name=maker-265_pilon-snap-gene-27.86,,,,,,,,,,,,,,,,,1,,,1
ID=maker-696_pilon-augustus-gene-0.45;Name=maker-696_pilon-augustus-gene-0.45,,,,,,,,,,,,,,,,,1,,,1
ID=augustus_masked-303_pilon-processed-gene-16.31;Name=augustus_masked-303_pilon-processed-gene-16.31,,,,,,,,,,,,,,,,,1,,,1
ID=maker-778_pilon-snap-gene-15.33;Name=maker-778_pilon-snap-gene-15.33,,,,,,,,,,,,,,,,,1,,,1
ID=snap_masked-356_pilon-processed-gene-14.55;Name=snap_masked-356_pilon-processed-gene-14.55,,,,,,,,,,,,,,,,,1,,,1
ID=maker-356_pilon-augustus-gene-14.0;Name=maker-356_pilon-augustus-gene-14.0,,,,,,,,,,,,,,,,,1,1,1,3
ID=snap_masked-485_pilon-processed-gene-15.78;Name=snap_masked-485_pilon-processed-gene-15.78,,,,,,,,,,,,,,,,,1,,,1
ID=maker-305_pilon-snap-gene-22.25;Name=maker-305_pilon-snap-gene-22.25,,,,,,,,,,,,,,,,,1,,,1
ID=maker-346_pilon-exonerate_protein2genome-gene-24.24;Name=maker-346_pilon-exonerate_protein2genome-gene-24.24,,,,,,,,,,,,,,,,,1,,,1
ID=maker-346_pilon-snap-gene-27.39;Name=maker-346_pilon-snap-gene-27.39,,,,,,,,,,,,,,,,,1,,,1
ID=snap-714_pilon-processed-gene-18.30;Name=snap-714_pilon-processed-gene-18.30,,,,,,,,,,,,,,,,,1,,,1
ID=augustus-419_pilon-processed-gene-3.7;Name=augustus-419_pilon-processed-gene-3.7,,,,,,,,,,,,,,,,,,1,1,2
ID=maker-314_pilon-augustus-gene-9.18;Name=maker-314_pilon-augustus-gene-9.18,,,,,,,,,,,,,,,,,,1,,1
ID=augustus-314_pilon-processed-gene-34.2;Name=augustus-314_pilon-processed-gene-34.2,,,,,,,,,,,,,,,,,,1,,1
ID=maker-349_pilon-snap-gene-6.82;Name=maker-349_pilon-snap-gene-6.82,,,,,,,,,,,,,,,,,,1,1,2
ID=maker-461_pilon-snap-gene-0.0;Name=maker-461_pilon-snap-gene-0.0,,,,,,,,,,,,,,,,,,1,1,2
ID=maker-380_pilon-snap-gene-20.71;Name=maker-380_pilon-snap-gene-20.71,,,,,,,,,,,,,,,,,,1,,1
ID=augustus-689_pilon-processed-gene-3.8;Name=augustus-689_pilon-processed-gene-3.8,,,,,,,,,,,,,,,,,,1,,1
ID=snap-501_pilon-processed-gene-4.30;Name=snap-501_pilon-processed-gene-4.30,,,,,,,,,,,,,,,,,,1,,1
ID=evm-428_pilon-processed-gene-7.57;Name=evm-428_pilon-processed-gene-7.57,,,,,,,,,,,,,,,,,,1,,1
ID=evm-428_pilon-processed-gene-20.4;Name=evm-428_pilon-processed-gene-20.4,,,,,,,,,,,,,,,,,,1,,1
ID=augustus-867_pilon-processed-gene-10.11;Name=augustus-867_pilon-processed-gene-10.11,,,,,,,,,,,,,,,,,,1,,1
ID=snap-867_pilon-processed-gene-10.63;Name=snap-867_pilon-processed-gene-10.63,,,,,,,,,,,,,,,,,,1,1,2
ID=snap-867_pilon-processed-gene-11.130;Name=snap-867_pilon-processed-gene-11.130,,,,,,,,,,,,,,,,,,1,1,2
ID=snap-867_pilon-processed-gene-63.239;Name=snap-867_pilon-processed-gene-63.239,,,,,,,,,,,,,,,,,,1,,1
ID=maker-385_pilon-snap-gene-9.73;Name=maker-385_pilon-snap-gene-9.73,,,,,,,,,,,,,,,,,,1,,1
ID=augustus-268_pilon-processed-gene-26.27;Name=augustus-268_pilon-processed-gene-26.27,,,,,,,,,,,,,,,,,,1,,1
ID=evm-268_pilon-processed-gene-100.55;Name=evm-268_pilon-processed-gene-100.55,,,,,,,,,,,,,,,,,,1,,1
ID=snap_masked-445_pilon-processed-gene-0.3;Name=snap_masked-445_pilon-processed-gene-0.3,,,,,,,,,,,,,,,,,,1,,1
ID=snap-445_pilon-processed-gene-5.117;Name=snap-445_pilon-processed-gene-5.117,,,,,,,,,,,,,,,,,,1,1,2
ID=snap-445_pilon-processed-gene-15.96;Name=snap-445_pilon-processed-gene-15.96,,,,,,,,,,,,,,,,,,1,,1
ID=snap-445_pilon-processed-gene-33.82;Name=snap-445_pilon-processed-gene-33.82,,,,,,,,,,,,,,,,,,1,,1
ID=augustus-991_pilon-processed-gene-8.120;Name=augustus-991_pilon-processed-gene-8.120,,,,,,,,,,,,,,,,,,1,1,2
ID=snap_masked-688_pilon-processed-gene-17.69;Name=snap_masked-688_pilon-processed-gene-17.69,,,,,,,,,,,,,,,,,,1,,1
ID=augustus-901_pilon-processed-gene-6.38;Name=augustus-901_pilon-processed-gene-6.38,,,,,,,,,,,,,,,,,,1,,1
ID=maker-453_pilon-augustus-gene-15.68;Name=maker-453_pilon-augustus-gene-15.68,,,,,,,,,,,,,,,,,,1,,1
ID=snap-628_pilon-processed-gene-2.61;Name=snap-628_pilon-processed-gene-2.61,,,,,,,,,,,,,,,,,,1,,1
ID=maker-628_pilon-exonerate_protein2genome-gene-3.4;Name=maker-628_pilon-exonerate_protein2genome-gene-3.4,,,,,,,,,,,,,,,,,,1,1,2
ID=augustus-375_pilon-processed-gene-6.83;Name=augustus-375_pilon-processed-gene-6.83,,,,,,,,,,,,,,,,,,1,,1
ID=augustus_masked-883_pilon-processed-gene-2.92;Name=augustus_masked-883_pilon-processed-gene-2.92,,,,,,,,,,,,,,,,,,1,1,2
ID=maker-368_pilon-snap-gene-13.57;Name=maker-368_pilon-snap-gene-13.57,,,,,,,,,,,,,,,,,,1,,1
ID=maker-582_pilon-exonerate_est2genome-gene-5.15;Name=maker-582_pilon-exonerate_est2genome-gene-5.15,,,,,,,,,,,,,,,,,,1,,1
ID=snap-455_pilon-processed-gene-14.53;Name=snap-455_pilon-processed-gene-14.53,,,,,,,,,,,,,,,,,,1,1,2
ID=maker-216_pilon-exonerate_est2genome-gene-33.6;Name=maker-216_pilon-exonerate_est2genome-gene-33.6,,,,,,,,,,,,,,,,,,1,,1
ID=augustus_masked-379_pilon-processed-gene-4.25;Name=augustus_masked-379_pilon-processed-gene-4.25,,,,,,,,,,,,,,,,,,1,,1
ID=maker-379_pilon-snap-gene-19.38;Name=maker-379_pilon-snap-gene-19.38,,,,,,,,,,,,,,,,,,1,,1
ID=augustus-328_pilon-processed-gene-10.90;Name=augustus-328_pilon-processed-gene-10.90,,,,,,,,,,,,,,,,,,1,1,2
ID=snap_masked-73706_pilon-processed-gene-0.35;Name=snap_masked-73706_pilon-processed-gene-0.35,,,,,,,,,,,,,,,,,,1,,1
ID=snap-838_pilon-processed-gene-14.24;Name=snap-838_pilon-processed-gene-14.24,,,,,,,,,,,,,,,,,,1,1,2
ID=augustus-299_pilon-processed-gene-21.48;Name=augustus-299_pilon-processed-gene-21.48,,,,,,,,,,,,,,,,,,1,,1
ID=augustus-299_pilon-processed-gene-30.136;Name=augustus-299_pilon-processed-gene-30.136,,,,,,,,,,,,,,,,,,1,1,2
ID=maker-459_pilon-augustus-gene-16.146;Name=maker-459_pilon-augustus-gene-16.146,,,,,,,,,,,,,,,,,,1,1,2
ID=snap-464_pilon-processed-gene-11.58;Name=snap-464_pilon-processed-gene-11.58,,,,,,,,,,,,,,,,,,1,1,2
ID=maker-817_pilon-augustus-gene-0.62;Name=maker-817_pilon-augustus-gene-0.62,,,,,,,,,,,,,,,,,,1,1,2
ID=maker-369_pilon-exonerate_est2genome-gene-6.3;Name=maker-369_pilon-exonerate_est2genome-gene-6.3,,,,,,,,,,,,,,,,,,1,,1
ID=maker-770_pilon-snap-gene-9.0;Name=maker-770_pilon-snap-gene-9.0,,,,,,,,,,,,,,,,,,1,1,2
ID=maker-770_pilon-augustus-gene-26.20;Name=maker-770_pilon-augustus-gene-26.20,,,,,,,,,,,,,,,,,,1,1,2
ID=augustus-542_pilon-processed-gene-15.81;Name=augustus-542_pilon-processed-gene-15.81,,,,,,,,,,,,,,,,,,1,1,2
ID=maker-414_pilon-snap-gene-23.97;Name=maker-414_pilon-snap-gene-23.97,,,,,,,,,,,,,,,,,,1,1,2
ID=snap-772_pilon-processed-gene-7.8;Name=snap-772_pilon-processed-gene-7.8,,,,,,,,,,,,,,,,,,1,,1
ID=maker-74056_pilon-exonerate_protein2genome-gene-26.50;Name=maker-74056_pilon-exonerate_protein2genome-gene-26.50,,,,,,,,,,,,,,,,,,1,,1
ID=maker-359_pilon-snap-gene-0.86;Name=maker-359_pilon-snap-gene-0.86,,,,,,,,,,,,,,,,,,1,,1
ID=maker-266_pilon-snap-gene-7.62;Name=maker-266_pilon-snap-gene-7.62,,,,,,,,,,,,,,,,,,1,,1
ID=maker-827_pilon-snap-gene-4.36;Name=maker-827_pilon-snap-gene-4.36,,,,,,,,,,,,,,,,,,1,,1
ID=maker-592_pilon-snap-gene-4.53;Name=maker-592_pilon-snap-gene-4.53,,,,,,,,,,,,,,,,,,1,1,2
ID=maker-598_pilon-snap-gene-5.119;Name=maker-598_pilon-snap-gene-5.119,,,,,,,,,,,,,,,,,,1,,1
ID=maker-869_pilon-exonerate_est2genome-gene-4.36;Name=maker-869_pilon-exonerate_est2genome-gene-4.36,,,,,,,,,,,,,,,,,,1,,1
ID=maker-721_pilon-augustus-gene-6.81;Name=maker-721_pilon-augustus-gene-6.81,,,,,,,,,,,,,,,,,,1,,1
ID=snap_masked-721_pilon-processed-gene-9.16;Name=snap_masked-721_pilon-processed-gene-9.16,,,,,,,,,,,,,,,,,,1,1,2
ID=snap-374_pilon-processed-gene-5.9;Name=snap-374_pilon-processed-gene-5.9,,,,,,,,,,,,,,,,,,1,,1
ID=snap_masked-374_pilon-processed-gene-5.33;Name=snap_masked-374_pilon-processed-gene-5.33,,,,,,,,,,,,,,,,,,1,1,2
ID=snap-357_pilon-processed-gene-1.79;Name=snap-357_pilon-processed-gene-1.79,,,,,,,,,,,,,,,,,,1,,1
ID=augustus_masked-352_pilon-processed-gene-28.36;Name=augustus_masked-352_pilon-processed-gene-28.36,,,,,,,,,,,,,,,,,,1,1,2
ID=snap_masked-684_pilon-processed-gene-6.52;Name=snap_masked-684_pilon-processed-gene-6.52,,,,,,,,,,,,,,,,,,1,1,2
ID=snap_masked-429_pilon-processed-gene-8.73;Name=snap_masked-429_pilon-processed-gene-8.73,,,,,,,,,,,,,,,,,,1,,1
ID=maker-492_pilon-augustus-gene-0.4;Name=maker-492_pilon-augustus-gene-0.4,,,,,,,,,,,,,,,,,,1,,1
ID=augustus-686_pilon-processed-gene-2.47;Name=augustus-686_pilon-processed-gene-2.47,,,,,,,,,,,,,,,,,,1,,1
ID=maker-426_pilon-augustus-gene-7.0;Name=maker-426_pilon-augustus-gene-7.0,,,,,,,,,,,,,,,,,,1,1,2
ID=augustus_masked-426_pilon-processed-gene-8.0;Name=augustus_masked-426_pilon-processed-gene-8.0,,,,,,,,,,,,,,,,,,1,1,2
ID=maker-606_pilon-exonerate_est2genome-gene-33.28;Name=maker-606_pilon-exonerate_est2genome-gene-33.28,,,,,,,,,,,,,,,,,,1,,1
ID=maker-606_pilon-augustus-gene-78.61;Name=maker-606_pilon-augustus-gene-78.61,,,,,,,,,,,,,,,,,,1,,1
ID=maker-264_pilon-exonerate_protein2genome-gene-117.37;Name=maker-264_pilon-exonerate_protein2genome-gene-117.37,,,,,,,,,,,,,,,,,,1,1,2
ID=augustus-434_pilon-processed-gene-10.19;Name=augustus-434_pilon-processed-gene-10.19,,,,,,,,,,,,,,,,,,1,1,2
ID=maker-976_pilon-augustus-gene-9.86;Name=maker-976_pilon-augustus-gene-9.86,,,,,,,,,,,,,,,,,,1,,1
ID=augustus-327_pilon-processed-gene-7.37;Name=augustus-327_pilon-processed-gene-7.37,,,,,,,,,,,,,,,,,,1,,1
ID=maker-312_pilon-snap-gene-6.63;Name=maker-312_pilon-snap-gene-6.63,,,,,,,,,,,,,,,,,,1,,1
ID=augustus-973_pilon-processed-gene-11.75;Name=augustus-973_pilon-processed-gene-11.75,,,,,,,,,,,,,,,,,,1,,1
ID=snap_masked-975_pilon-processed-gene-3.42;Name=snap_masked-975_pilon-processed-gene-3.42,,,,,,,,,,,,,,,,,,1,,1
ID=snap_masked-708_pilon-processed-gene-1.90;Name=snap_masked-708_pilon-processed-gene-1.90,,,,,,,,,,,,,,,,,,1,,1
ID=snap-460_pilon-processed-gene-1.42;Name=snap-460_pilon-processed-gene-1.42,,,,,,,,,,,,,,,,,,1,1,2
ID=augustus-415_pilon-processed-gene-1.53;Name=augustus-415_pilon-processed-gene-1.53,,,,,,,,,,,,,,,,,,1,,1
ID=maker-415_pilon-augustus-gene-7.10;Name=maker-415_pilon-augustus-gene-7.10,,,,,,,,,,,,,,,,,,1,,1
ID=maker-768_pilon-snap-gene-13.60;Name=maker-768_pilon-snap-gene-13.60,,,,,,,,,,,,,,,,,,1,,1
ID=maker-358_pilon-augustus-gene-5.59;Name=maker-358_pilon-augustus-gene-5.59,,,,,,,,,,,,,,,,,,1,,1
ID=snap-579_pilon-processed-gene-4.32;Name=snap-579_pilon-processed-gene-4.32,,,,,,,,,,,,,,,,,,1,,1
ID=snap_masked-579_pilon-processed-gene-23.53;Name=snap_masked-579_pilon-processed-gene-23.53,,,,,,,,,,,,,,,,,,1,,1
ID=snap-579_pilon-processed-gene-40.56;Name=snap-579_pilon-processed-gene-40.56,,,,,,,,,,,,,,,,,,1,,1
ID=snap_masked-579_pilon-processed-gene-46.19;Name=snap_masked-579_pilon-processed-gene-46.19,,,,,,,,,,,,,,,,,,1,1,2
ID=maker-763_pilon-augustus-gene-1.221;Name=maker-763_pilon-augustus-gene-1.221,,,,,,,,,,,,,,,,,,1,,1
ID=augustus-353_pilon-processed-gene-77.190;Name=augustus-353_pilon-processed-gene-77.190,,,,,,,,,,,,,,,,,,1,,1
ID=snap_masked-801_pilon-processed-gene-1.69;Name=snap_masked-801_pilon-processed-gene-1.69,,,,,,,,,,,,,,,,,,1,,1
ID=snap-381_pilon-processed-gene-11.75;Name=snap-381_pilon-processed-gene-11.75,,,,,,,,,,,,,,,,,,1,1,2
ID=snap-381_pilon-processed-gene-11.89;Name=snap-381_pilon-processed-gene-11.89,,,,,,,,,,,,,,,,,,1,1,2
ID=maker-381_pilon-augustus-gene-11.57;Name=maker-381_pilon-augustus-gene-11.57,,,,,,,,,,,,,,,,,,1,1,2
ID=augustus-480_pilon-processed-gene-2.96;Name=augustus-480_pilon-processed-gene-2.96,,,,,,,,,,,,,,,,,,1,,1
ID=augustus_masked-354_pilon-processed-gene-27.75;Name=augustus_masked-354_pilon-processed-gene-27.75,,,,,,,,,,,,,,,,,,1,1,2
ID=maker-516_pilon-augustus-gene-7.33;Name=maker-516_pilon-augustus-gene-7.33,,,,,,,,,,,,,,,,,,1,1,2
ID=maker-1032_pilon-snap-gene-1.149;Name=maker-1032_pilon-snap-gene-1.149,,,,,,,,,,,,,,,,,,1,,1
ID=snap_masked-880_pilon-processed-gene-13.34;Name=snap_masked-880_pilon-processed-gene-13.34,,,,,,,,,,,,,,,,,,1,1,2
ID=snap-416_pilon-processed-gene-6.27;Name=snap-416_pilon-processed-gene-6.27,,,,,,,,,,,,,,,,,,1,1,2
ID=snap-416_pilon-processed-gene-11.26;Name=snap-416_pilon-processed-gene-11.26,,,,,,,,,,,,,,,,,,1,1,2
ID=snap_masked-417_pilon-processed-gene-0.10;Name=snap_masked-417_pilon-processed-gene-0.10,,,,,,,,,,,,,,,,,,1,,1
ID=snap-916_pilon-processed-gene-3.91;Name=snap-916_pilon-processed-gene-3.91,,,,,,,,,,,,,,,,,,1,1,2
ID=snap-350_pilon-processed-gene-1.27;Name=snap-350_pilon-processed-gene-1.27,,,,,,,,,,,,,,,,,,1,1,2
ID=maker-350_pilon-augustus-gene-7.105;Name=maker-350_pilon-augustus-gene-7.105,,,,,,,,,,,,,,,,,,1,,1
ID=snap-384_pilon-processed-gene-19.171;Name=snap-384_pilon-processed-gene-19.171,,,,,,,,,,,,,,,,,,1,1,2
ID=snap_masked-714_pilon-processed-gene-1.77;Name=snap_masked-714_pilon-processed-gene-1.77,,,,,,,,,,,,,,,,,,1,1,2
ID=maker-714_pilon-snap-gene-2.0;Name=maker-714_pilon-snap-gene-2.0,,,,,,,,,,,,,,,,,,1,1,2
ID=maker-714_pilon-snap-gene-15.95;Name=maker-714_pilon-snap-gene-15.95,,,,,,,,,,,,,,,,,,1,1,2
ID=evm-714_pilon-processed-gene-16.60;Name=evm-714_pilon-processed-gene-16.60,,,,,,,,,,,,,,,,,,1,,1
ID=snap-380_pilon-processed-gene-17.80;Name=snap-380_pilon-processed-gene-17.80,,,,,,,,,,,,,,,,,,,1,1
ID=maker-377_pilon-exonerate_est2genome-gene-60.26;Name=maker-377_pilon-exonerate_est2genome-gene-60.26,,,,,,,,,,,,,,,,,,,1,1
ID=maker-867_pilon-exonerate_protein2genome-gene-0.47;Name=maker-867_pilon-exonerate_protein2genome-gene-0.47,,,,,,,,,,,,,,,,,,,1,1
ID=maker-783_pilon-snap-gene-7.23;Name=maker-783_pilon-snap-gene-7.23,,,,,,,,,,,,,,,,,,,1,1
