tanoak	dnds	GO_annotations	signature_descriptions	interpro_descriptions
snap_masked-353_pilon-processed-gene-28.304	1.12181535471371	GO:0005515	F-box domain, F-box associated	F-box domain, F-box associated domain, type 1
evm-353_pilon-processed-gene-34.2	NA	GO:0005515|GO:0005524|GO:0005694|GO:0051276	RecF/RecN/SMC N terminal domain, SMC proteins Flexible Hinge Domain	RecF/RecN/SMC, N-terminal, SMCs flexible hinge
maker-353_pilon-snap-gene-36.38	0.283549557983793	GO:0005515	SET domain, Rubisco LSMT substrate-binding	SET domain, Rubisco LSMT, substrate-binding domain
maker-353_pilon-snap-gene-36.42	NA	GO:0016020	LEM3 (ligand-effect modulator 3) family / CDC50 family	CDC50/LEM3 family
augustus-353_pilon-processed-gene-37.90	0.226276657096604	GO:0003677|GO:0006355	No apical meristem (NAM) protein	NAC domain
maker-353_pilon-snap-gene-40.53	NA	GO:0005515	Leucine rich repeat	Leucine-rich repeat
evm-353_pilon-processed-gene-42.40	NA	GO:0016787	Peptidase dimerisation domain, Peptidase family M20/M25/M40	Peptidase M20, dimerisation domain, Peptidase M20
maker-353_pilon-augustus-gene-42.60	0.899010868181262	GO:0005515	FHA domain	Forkhead-associated (FHA) domain
snap-353_pilon-processed-gene-43.46	0.442034471086859	GO:0016788	GDSL-like Lipase/Acylhydrolase	GDSL lipase/esterase
maker-353_pilon-snap-gene-45.44	NA	GO:0019843|GO:0003723	Ribosomal protein S4/S9 N-terminal domain, S4 domain	Ribosomal protein S4/S9, N-terminal, RNA-binding S4 domain
maker-353_pilon-augustus-gene-47.8	1.46003990528636	GO:0016491	DSBA-like thioredoxin domain	DSBA-like thioredoxin domain
maker-353_pilon-snap-gene-50.37	NA	GO:0003723|GO:0004809|GO:0008033	N2,N2-dimethylguanosine tRNA methyltransferase	tRNA methyltransferase, Trm1
snap-353_pilon-processed-gene-54.41	0.506702888273255	GO:0004222|GO:0006508|GO:0008270|GO:0031012	Matrixin, Putative peptidoglycan binding domain	Peptidase M10, metallopeptidase, Peptidoglycan binding-like
snap-353_pilon-processed-gene-68.66	0.477586777314967	GO:0005515	F-box-like	F-box domain
maker-353_pilon-augustus-gene-75.95	NA	GO:0008270	GRF zinc finger	Zinc finger, GRF-type
maker-353_pilon-augustus-gene-82.26	0.809983959027531	GO:0005524|GO:0016887	AAA lid domain, ATPase family associated with various cellular activities (AAA)	ClpA/ClpB, AAA lid domain, ATPase, AAA-type, core
maker-353_pilon-snap-gene-88.50	NA	GO:0003677|GO:0006355	No apical meristem (NAM) protein	NAC domain
maker-353_pilon-augustus-gene-98.66	0.529953183864795	GO:0016491|GO:0030151	Mo-co oxidoreductase dimerisation domain, Oxidoreductase molybdopterin binding domain	Moybdenum cofactor oxidoreductase, dimerisation, Oxidoreductase, molybdopterin-binding domain
maker-353_pilon-snap-gene-100.55	0.317312276762705	GO:0005975|GO:0016857|GO:0004672|GO:0005524|GO:0006468	Ribulose-phosphate 3 epimerase family, LysM domain, Protein kinase domain	Ribulose-phosphate 3-epimerase-like, LysM domain, Protein kinase domain
augustus-353_pilon-processed-gene-101.100	0.87296894136826	GO:0003682	SAWADEE domain	SAWADEE domain
maker-353_pilon-snap-gene-101.136	0.522861980455417	GO:0003690|GO:0006355	mTERF	Transcription termination factor, mitochondrial/chloroplastic
snap-73317_pilon-processed-gene-0.0	0.436635433474355	GO:0005515	F-box domain, F-box associated domain	F-box domain, F-box associated domain, type 3
maker-62543_pilon-snap-gene-0.10	0.501859175882601	GO:0000276|GO:0015078|GO:0015986	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L, Mitochondrial ATP synthase B chain precursor (ATP-synt_B)	NADH-ubiquinone oxidoreductase chain 4L/Mnh complex subunit C1-like, ATP synthase, F0 complex, subunit B/MI25
maker-381_pilon-snap-gene-1.61	0.925986416688785	GO:0003723	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain), Nuclear transport factor 2 (NTF2) domain	RNA recognition motif domain, Nuclear transport factor 2 domain
maker-381_pilon-snap-gene-6.31	0.280289360976131	GO:0007275	YABBY protein	YABBY protein
maker-381_pilon-snap-gene-6.38	0.228257669642045	GO:0003677	SBP domain	SBP domain
maker-381_pilon-snap-gene-8.40	0.673151318118428	GO:0032040	Nop14-like family	Nucleolar protein 14
maker-381_pilon-augustus-gene-13.106	NA	GO:0004842|GO:0016567|GO:0005515	U-box domain, Armadillo/beta-catenin-like repeat	U-box domain, Armadillo
augustus-381_pilon-processed-gene-14.14	NA	GO:0046983	Helix-loop-helix DNA-binding domain	Myc-type, basic helix-loop-helix (bHLH) domain
maker-74971_pilon-snap-gene-0.1	0.266455594287195	GO:0046872	Heavy-metal-associated domain	Heavy metal-associated domain, HMA
maker-430_pilon-augustus-gene-4.106	0.644917093781955	GO:0004553|GO:0005975	Glycosyl hydrolase family 20, catalytic domain, beta-acetyl hexosaminidase like	Glycoside hydrolase family 20, catalytic domain, Beta-hexosaminidase, eukaryotic type, N-terminal
maker-430_pilon-snap-gene-9.206	0.300151935007902	GO:0006807	Carbon-nitrogen hydrolase	Carbon-nitrogen hydrolase
augustus-430_pilon-processed-gene-9.29	NA	GO:0008654|GO:0016020|GO:0016780	CDP-alcohol phosphatidyltransferase	CDP-alcohol phosphatidyltransferase
maker-167475_pilon-snap-gene-0.7	NA	GO:0005515|GO:0008270	CCT motif, B-box zinc finger	CCT domain, B-box-type zinc finger
maker-480_pilon-snap-gene-2.152	0.346408230778183	GO:0004185|GO:0006508	Serine carboxypeptidase	Peptidase S10, serine carboxypeptidase
maker-480_pilon-snap-gene-3.57	0.567022407766566	GO:0016491	FAD dependent oxidoreductase	FAD dependent oxidoreductase
maker-456_pilon-snap-gene-6.91	0.557877555987164	GO:0004672|GO:0005524|GO:0006468	Protein kinase domain	Protein kinase domain
maker-456_pilon-snap-gene-6.118	NA	GO:0006886	Vacuolar protein sorting-associated protein 26	Vacuolar protein sorting protein 26 related
maker-456_pilon-snap-gene-7.104	0.0778768918389437	GO:0003723	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	RNA recognition motif domain
maker-456_pilon-snap-gene-7.127	0.276111089675993	GO:0003700|GO:0006355	bZIP transcription factor	Basic-leucine zipper domain
maker-456_pilon-augustus-gene-8.42	0.401953594410304	GO:0005515	Leucine rich repeat, Leucine rich repeat N-terminal domain	Leucine-rich repeat, Leucine-rich repeat-containing N-terminal, plant-type
maker-456_pilon-augustus-gene-8.49	NA	GO:0003777|GO:0005524|GO:0007018|GO:0008017	Kinesin motor domain	Kinesin motor domain
snap-354_pilon-processed-gene-1.46	1.33299491714328	GO:0043531	NB-ARC domain	NB-ARC
maker-354_pilon-augustus-gene-3.2	NA	GO:0070403	Sir2 family	Sirtuin family
snap-354_pilon-processed-gene-24.40	NA	GO:0004650|GO:0005975	Glycosyl hydrolases family 28	Glycoside hydrolase, family 28
maker-354_pilon-augustus-gene-29.0	0.480099807554939	GO:0004843|GO:0016579	Ubiquitin carboxyl-terminal hydrolase	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
maker-564_pilon-snap-gene-0.41	0.198275318003766	GO:0003723	SPOC domain, RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	Spen paralogue and orthologue SPOC, C-terminal, RNA recognition motif domain
maker-564_pilon-snap-gene-3.58	0.337579891503953	GO:0005509|GO:0005783|GO:0006457|GO:0051082|GO:0003676|GO:0004386|GO:0005524|GO:0006139|GO:0016818	Calreticulin family, Helicase C-terminal domain	Calreticulin/calnexin, ATP-dependent helicase, C-terminal
maker-73908_pilon-augustus-gene-0.78	0.373647712300098	GO:0003676|GO:0005634	Mono-functional DNA-alkylating methyl methanesulfonate N-term, CPSF A subunit region	Cleavage/polyadenylation specificity factor, A subunit, N-terminal, Cleavage/polyadenylation specificity factor, A subunit, C-terminal
augustus-73908_pilon-processed-gene-0.14	0.177929964709926	GO:0045927	Protein of unknown function (DUF668), Domain of unknown function (DUF3475)	Domain of unknown function DUF668, Domain of unknown function DUF3475
snap-516_pilon-processed-gene-8.132	0.644692110623045	GO:0003677|GO:0006355	No apical meristem (NAM) protein	NAC domain
maker-72297_pilon-augustus-gene-0.1	0.256163127593776	GO:0016020	Sugar efflux transporter for intercellular exchange	SWEET sugar transporter
maker-265_pilon-augustus-gene-5.73	0.288556293362249	GO:0030599|GO:0042545	Pectinesterase	Pectinesterase, catalytic
snap-265_pilon-processed-gene-6.41	0.201258268257978	GO:0005384|GO:0030026	VIT family	Ccc1 family
snap-265_pilon-processed-gene-9.39	0.426385806200497	GO:0005543	ANTH domain	AP180 N-terminal homology (ANTH) domain
maker-265_pilon-snap-gene-16.38	0.261651728934904	GO:0016787|GO:0005509|GO:0005544	Calcineurin-like phosphoesterase, Annexin	Calcineurin-like phosphoesterase domain, ApaH type, Annexin repeat
maker-265_pilon-snap-gene-21.18	NA	GO:0003677|GO:0006355	No apical meristem (NAM) protein	NAC domain
maker-265_pilon-exonerate_protein2genome-gene-23.30	0.441081426682229	GO:0006812|GO:0015299|GO:0016020|GO:0055085	Sodium/hydrogen exchanger family	Cation/H+ exchanger
augustus_masked-265_pilon-processed-gene-28.22	1.69140722184811	GO:0003677	B3 domain-containing protein At2g31720-like	B3 domain-containing protein At2g31720-like
maker-265_pilon-augustus-gene-36.60	0.473817550932479	GO:0005515	F-box domain	F-box domain
maker-265_pilon-augustus-gene-72.0	NA	GO:0016020	EXS family, SPX domain	EXS, C-terminal, SPX domain
augustus-265_pilon-processed-gene-80.49	0.399919212174475	GO:0010274	Protein of unknown function, DUF617	Protein MIZU-KUSSEI 1-like, plant
maker-265_pilon-augustus-gene-85.1	0.403305720925799	GO:0004784|GO:0006801|GO:0046872	Iron/manganese superoxide dismutases, C-terminal domain, Iron/manganese superoxide dismutases, alpha-hairpin domain	Manganese/iron superoxide dismutase, C-terminal, Manganese/iron superoxide dismutase, N-terminal
snap_masked-647_pilon-processed-gene-0.61	0.59949935941713	GO:0005515	F-box domain	F-box domain
maker-1032_pilon-snap-gene-1.120	NA	GO:0004497|GO:0005506|GO:0016705|GO:0020037	Cytochrome P450	Cytochrome P450
maker-1032_pilon-snap-gene-1.124	0.117032712804358	GO:0005509|GO:0009523|GO:0009654|GO:0015979|GO:0019898	Oxygen evolving enhancer protein 3 (PsbQ)	Oxygen-evolving enhancer protein 3
snap-72321_pilon-processed-gene-0.16	0.560187635209566	GO:0005515	FBD, F-box domain	FBD domain, F-box domain
maker-696_pilon-augustus-gene-1.42	0.238580354305297	GO:0140664	AAA domain	Rad50/SbcC-type AAA domain
augustus-613_pilon-processed-gene-0.113	0.356585503748571	GO:0005515	Armadillo/beta-catenin-like repeat	Armadillo
augustus-613_pilon-processed-gene-1.48	0.464234156233086	GO:0006486|GO:0008373	Glycosyltransferase family 29 (sialyltransferase)	Glycosyl transferase family 29
maker-613_pilon-augustus-gene-1.10	NA	GO:0046983	Helix-loop-helix DNA-binding domain	Myc-type, basic helix-loop-helix (bHLH) domain
maker-613_pilon-snap-gene-2.72	0.386644443784547	GO:0046983	Helix-loop-helix DNA-binding domain	Myc-type, basic helix-loop-helix (bHLH) domain
augustus-613_pilon-processed-gene-4.23	NA	GO:0016746	Acyltransferase	Phospholipid/glycerol acyltransferase
snap-613_pilon-processed-gene-5.14	0.523428008099679	GO:0003700|GO:0006355	AP2 domain	AP2/ERF domain
maker-613_pilon-augustus-gene-7.138	NA	GO:0016020|GO:0022857|GO:0055085	POT family	Proton-dependent oligopeptide transporter family
augustus-678_pilon-processed-gene-0.3	0.3876003115189	GO:0004867	Potato type II proteinase inhibitor family	Proteinase inhibitor I20
augustus_masked-60723_pilon-processed-gene-0.6	0.473874472408103	GO:0003700|GO:0006355	PPR repeat family, AP2 domain, PPR repeat, E motif	Pentatricopeptide repeat, AP2/ERF domain, E motif
maker-303_pilon-snap-gene-0.47	NA	GO:0009055	Plastocyanin-like domain	Phytocyanin domain
maker-303_pilon-augustus-gene-8.91	NA	GO:0003677	B3 DNA binding domain	B3 DNA binding domain
maker-303_pilon-snap-gene-9.95	NA	GO:0005524|GO:0140658	Helicase conserved C-terminal domain, SNF2-related domain	Helicase, C-terminal, SNF2, N-terminal
maker-303_pilon-snap-gene-13.102	NA	GO:0003700|GO:0006355	bZIP transcription factor	Basic-leucine zipper domain
maker-303_pilon-snap-gene-14.31	0.603739605199594	GO:0006486|GO:0008417|GO:0016020	Glycosyltransferase family 10 (fucosyltransferase) C-term	Glycosyl transferase family 10
augustus-303_pilon-processed-gene-15.48	0.0571021437593743	GO:0004842|GO:0016567	U-box domain	U-box domain
maker-303_pilon-snap-gene-17.85	NA	GO:0008171	O-methyltransferase	Class I-like SAM-dependent O-methyltransferase
snap_masked-303_pilon-processed-gene-17.19	0.590862792720298	GO:0004144|GO:0045017	Wax ester synthase-like Acyl-CoA acyltransferase domain	O-acyltransferase, WSD1-like, N-terminal
maker-303_pilon-snap-gene-22.84	NA	GO:0003899|GO:0006351|GO:0046983	RNA polymerase Rpb3/Rpb11 dimerisation domain, RNA polymerase Rpb3/RpoA insert domain	DNA-directed RNA polymerase, RpoA/D/Rpb3-type, DNA-directed RNA polymerase, insert domain
evm-55177_pilon-processed-gene-0.16	NA	GO:0006812|GO:0008324|GO:0016020|GO:0055085	Dimerisation domain of Zinc Transporter, Cation efflux family	Cation efflux protein, cytoplasmic domain, Cation efflux protein
augustus-890_pilon-processed-gene-2.5	0.147342257436327	GO:0005515|GO:0005634|GO:0008270|GO:0018024|GO:0034968	SET domain, SAD/SRA domain, Pre-SET motif	SET domain, SRA-YDG, Pre-SET domain
maker-880_pilon-snap-gene-0.83	0.235116651948296	GO:0017183|GO:0090560	Putative diphthamide synthesis protein	Diphthamide synthesis DPH1/DPH2
maker-880_pilon-snap-gene-1.75	0.27088921043252	GO:0009055	Plastocyanin-like domain	Phytocyanin domain
maker-880_pilon-snap-gene-1.76	NA	GO:0005515	Ubiquitin family	Ubiquitin-like domain
augustus-880_pilon-processed-gene-1.20	0.991254876359434	GO:0005515	Protein of unknown function (DUF4005), IQ calmodulin-binding motif	Domain of unknown function DUF4005, IQ motif, EF-hand binding site
maker-880_pilon-snap-gene-2.57	0.502435049985302	GO:0005515	CCT motif	CCT domain
maker-880_pilon-augustus-gene-8.29	0.250547218033005	GO:0003830|GO:0006487|GO:0016020	Glycosyltransferase family 17	Glycosyl transferase, family 17
maker-880_pilon-augustus-gene-8.36	NA	GO:0003723	CRS1 / YhbY (CRM) domain	RNA-binding, CRM domain
augustus_masked-880_pilon-processed-gene-9.13	NA	GO:0004672|GO:0006468	Protein tyrosine and serine/threonine kinase	Serine-threonine/tyrosine-protein kinase, catalytic domain
maker-880_pilon-snap-gene-14.152	NA	GO:0004672|GO:0005524|GO:0006468	Protein kinase domain	Protein kinase domain
maker-880_pilon-snap-gene-14.153	0.461986336518189	GO:0005515	WD domain, G-beta repeat	WD40 repeat
maker-825_pilon-augustus-gene-5.47	NA	GO:0003723	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	RNA recognition motif domain
maker-825_pilon-snap-gene-9.27	0.260106027468302	GO:0006520|GO:0016491	Glu/Leu/Phe/Val dehydrogenase, dimerisation domain, Glutamate/Leucine/Phenylalanine/Valine dehydrogenase	Glutamate/phenylalanine/leucine/valine dehydrogenase, dimerisation domain, Glutamate/phenylalanine/leucine/valine dehydrogenase, C-terminal
maker-825_pilon-snap-gene-11.76	0.35971930307248	GO:0051536	NADH ubiquinone oxidoreductase, 20 Kd subunit	NADH:ubiquinone oxidoreductase-like, 20kDa subunit
maker-723_pilon-snap-gene-2.201	0.102387110665198	GO:0009058	DAHP synthetase I family	DAHP synthetase I/KDSA
snap-723_pilon-processed-gene-2.77	0.766124941663012	GO:0004672|GO:0006468	Salt stress response/antifungal, Protein tyrosine and serine/threonine kinase	Gnk2-homologous domain, Serine-threonine/tyrosine-protein kinase, catalytic domain
maker-759_pilon-snap-gene-1.112	NA	GO:0016787	GDA1/CD39 (nucleoside phosphatase) family	Nucleoside phosphatase GDA1/CD39
snap-759_pilon-processed-gene-1.27	0.266813517679384	GO:0008270	PPR repeat family, DYW family of nucleic acid deaminases, PPR repeat, E motif	Pentatricopeptide repeat, DYW domain, E motif
maker-781_pilon-snap-gene-11.0	1.07800912666481	GO:0016020	EamA-like transporter family	EamA domain
augustus_masked-781_pilon-processed-gene-16.38	0.444060718183434	GO:0005515	F-box domain	F-box domain
maker-781_pilon-snap-gene-20.6	NA	GO:0000160	Response regulator receiver domain	Signal transduction response regulator, receiver domain
maker-781_pilon-snap-gene-21.81	NA	GO:0004601|GO:0006979|GO:0020037	Peroxidase	Haem peroxidase
maker-781_pilon-snap-gene-33.88	0.497063976756504	GO:0003951|GO:0006741	ATP-NAD kinase N-terminal domain, ATP-NAD kinase C-terminal domain	NAD kinase, -
augustus-778_pilon-processed-gene-3.68	NA	GO:0051087|GO:0005515	BAG domain, Ubiquitin family	BAG domain, Ubiquitin-like domain
augustus-778_pilon-processed-gene-5.27	0.223007115724472	GO:0004488	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain, Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain, Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain
maker-778_pilon-snap-gene-6.21	NA	GO:0016671	Gamma interferon inducible lysosomal thiol reductase (GILT)	Gamma interferon inducible lysosomal thiol reductase GILT
maker-778_pilon-snap-gene-6.24	NA	GO:0016671	Gamma interferon inducible lysosomal thiol reductase (GILT)	Gamma interferon inducible lysosomal thiol reductase GILT
maker-778_pilon-augustus-gene-7.54	NA	GO:0015297|GO:0016020|GO:0042910|GO:0055085	MatE	Multi antimicrobial extrusion protein
maker-778_pilon-augustus-gene-7.13	NA	GO:0000724	BRCA2 repeat, BRCA2, oligonucleotide/oligosaccharide-binding, domain 1, BRCA2, helical	BRCA2 repeat, BRCA2, OB1, Breast cancer type 2 susceptibility protein, helical domain
maker-778_pilon-snap-gene-13.40	0.295486250927803	GO:0035091|GO:0043130	VHS domain, GAT domain	VHS domain, GAT domain
maker-778_pilon-augustus-gene-19.70	0.940023752159419	GO:0004672|GO:0006468	Protein tyrosine and serine/threonine kinase	Serine-threonine/tyrosine-protein kinase, catalytic domain
maker-778_pilon-snap-gene-24.112	0.603326330272327	GO:0004553|GO:0071704	Cellulase (glycosyl hydrolase family 5)	Glycoside hydrolase, family 5
snap-778_pilon-processed-gene-29.115	0.245788507741858	GO:0005509	EF hand, EF-hand domain pair	EF-hand domain
maker-778_pilon-snap-gene-29.73	NA	GO:0004672|GO:0005524|GO:0006468	Protein kinase domain	Protein kinase domain
evm-778_pilon-processed-gene-30.53	0.576169645095901	GO:0004672|GO:0006468	Protein tyrosine and serine/threonine kinase	Serine-threonine/tyrosine-protein kinase, catalytic domain
maker-778_pilon-augustus-gene-30.103	NA	GO:0003824|GO:0009058	Cytidylyltransferase-like	Cytidyltransferase-like domain
augustus-778_pilon-processed-gene-32.31	0.185178699646222	GO:0061630	Protein of unknown function (DUF1117), Ring finger domain, zinc-ribbon	Domain of unknown function DUF1117, Zinc finger, RING-type, E3 ubiquitin-protein ligase RNF126-like, zinc-ribbon
maker-425_pilon-snap-gene-6.48	0.172955273466289	GO:0000166|GO:0004812|GO:0005524|GO:0005737|GO:0006418|GO:0043039	tRNA synthetases class I (E and Q), anti-codon binding domain, Glutathione S-transferase, C-terminal domain, tRNA synthetases class I (E and Q), catalytic domain	Glutamyl/glutaminyl-tRNA synthetase, class Ib, anti-codon binding domain, Glutathione S-transferase, C-terminal, Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain
